DATE,TIME,Imp_rpm_set,Imp_rpm_obs,Chop_rpm_set,Chop_rpm_obs,Imp_torq_obs,Chop_torq_obs,Imp_amp_obs,Chop_amp_obs,Set_time_min,Set_time_sec,Start_time,Stop_time,Null_time,Process_status,Prod_name,Batch_no,Batch_size,Mfg_date,Exp_date,Op_name,Lot_no,Lot_size,Purge_state,Recipe_name,aa,ab,ac,ad,ae
14.08.2018,18:17:00,54,54,0,500,433,3,20,0,2,16,70,71,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:18:00,54,54,0,500,433,3,20,0,3,16,70,71,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:19:00,54,54,0,500,435,3,20,0,4,16,70,70,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:20:00,54,54,0,500,432,3,20,0,5,16,70,69,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:21:00,54,54,0,500,426,3,20,0,6,16,70,69,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:22:00,54,54,0,500,430,3,20,0,7,16,70,69,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:23:00,54,54,0,500,430,3,20,0,8,16,70,68,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:24:00,54,0,0,500,0,0,20,0,9,16,70,68,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:25:00,54,0,0,500,0,0,20,0,10,16,70,68,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:26:00,54,0,0,500,0,0,20,0,11,16,70,68,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:27:00,54,0,0,500,0,0,20,0,12,16,70,67,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:28:00,54,0,0,500,0,0,20,0,13,16,70,67,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:29:00,54,0,0,500,0,0,20,0,14,16,70,67,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:30:00,54,0,0,500,0,0,20,0,15,16,70,66,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:31:00,54,0,0,500,0,0,20,0,16,16,70,66,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:32:00,54,0,0,500,0,0,20,0,17,16,70,66,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:33:00,54,0,0,500,0,0,20,0,18,16,70,66,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,18:34:00,54,0,0,500,0,0,20,0,19,16,70,66,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,19:03:34,54,0,0,500,0,0,15,0,0,0,70,56,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,19:03:52,54,0,0,500,0,0,15,0,0,5,70,56,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
14.08.2018,19:03:58,54,0,0,500,0,0,15,0,0,6,70,56,0,0,Cleanilg,Na,Na,Na,Na,akums,na,na,0,0,,,,,
17.08.2018,11:30:40,55,0,0,500,0,0,15,0,0,8,70,58,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:30:58,55,0,0,500,0,0,15,0,0,10,70,58,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:31:58,55,55,0,500,428,3,15,0,1,10,70,57,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:32:58,55,55,0,500,430,3,15,0,2,10,70,57,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:33:58,55,55,0,500,429,3,15,0,3,10,70,57,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:34:58,55,55,0,500,431,3,15,0,4,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:35:58,55,55,0,500,429,3,15,0,5,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:36:58,55,55,0,500,429,3,15,0,6,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:37:58,55,55,0,500,428,3,15,0,7,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:38:58,55,55,0,500,430,3,15,0,8,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:39:58,55,55,0,500,430,3,15,0,9,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:40:58,55,55,0,500,426,3,15,0,10,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:41:58,55,55,0,500,429,3,15,0,11,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:42:58,55,55,0,500,429,3,15,0,12,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:43:58,55,55,0,500,428,3,15,0,13,10,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,11:44:58,55,55,0,500,427,3,15,0,14,10,70,57,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:10:50,55,0,0,500,0,0,3,0,0,0,70,60,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:11:50,55,55,0,500,428,3,3,0,1,0,70,57,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:12:50,55,55,0,500,429,3,3,0,2,0,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:14:05,55,0,0,500,0,0,5,0,0,0,70,55,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:14:58,55,0,0,500,0,0,5,0,0,9,70,57,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:15:46,55,0,0,500,0,0,5,0,0,32,70,56,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:16:34,55,0,0,500,0,0,5,0,0,53,70,55,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:17:31,55,0,0,500,0,0,5,0,1,27,70,54,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:18:31,55,55,0,500,426,3,5,0,2,27,70,52,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:19:31,55,55,0,500,426,3,5,0,3,27,70,52,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:20:31,55,55,0,500,424,3,5,0,4,27,70,52,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:24:59,55,0,0,500,0,0,3,0,0,0,70,66,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:25:59,55,55,0,500,423,3,3,0,1,0,70,66,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:26:59,55,55,0,500,424,3,3,0,2,0,70,66,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:33:27,55,0,0,500,0,0,5,0,0,0,70,76,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:34:27,55,55,0,500,421,3,5,0,1,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:35:27,55,55,0,500,422,3,5,0,2,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:36:27,55,55,0,500,422,3,5,0,3,0,70,67,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,12:37:27,55,55,0,500,425,3,5,0,4,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:32:13,55,0,0,500,0,0,4,0,0,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:33:13,55,55,0,500,424,3,4,0,1,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:34:13,55,55,0,500,423,3,4,0,2,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:35:13,55,55,0,500,421,3,4,0,3,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:41:16,55,0,0,500,0,0,10,0,0,0,70,69,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:42:16,55,55,0,500,418,3,10,0,1,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:43:16,55,55,0,500,419,3,10,0,2,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:44:16,55,55,0,500,423,3,10,0,3,0,70,69,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:45:16,55,55,0,500,422,3,10,0,4,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:46:16,55,55,0,500,422,3,10,0,5,0,70,68,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:47:16,55,55,0,500,422,3,10,0,6,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:48:16,55,55,0,500,426,3,10,0,7,0,70,71,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:49:16,55,55,0,500,426,3,10,0,8,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:50:16,55,55,0,500,428,3,10,0,9,0,70,65,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:52:14,55,0,0,500,0,0,3,0,0,0,70,62,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:53:14,55,55,0,500,426,3,3,0,1,0,70,60,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,13:54:14,55,55,0,500,425,3,3,0,2,0,70,59,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,14:51:07,55,0,0,500,0,0,5,0,0,0,70,66,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,14:52:07,55,55,0,500,434,3,5,0,1,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,14:53:07,55,55,0,500,434,3,5,0,2,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,14:54:07,55,55,0,500,435,3,5,0,3,0,70,69,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,14:55:07,55,0,0,500,0,0,5,0,4,0,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
17.08.2018,14:55:09,55,0,0,500,0,0,5,0,4,1,70,70,0,0,Progesterone 400 Mg,1666062,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
18.08.2018,16:09:05,54,0,0,500,0,0,20,0,0,0,70,68,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,16:10:05,54,54,0,500,434,3,20,0,1,0,70,68,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,16:11:05,54,54,0,500,433,3,20,0,2,0,70,68,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,16:12:05,54,54,0,500,434,3,20,0,3,0,70,68,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,16:13:05,54,54,0,500,434,3,20,0,4,0,70,68,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,16:14:05,54,54,0,500,433,3,20,0,5,0,70,66,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,16:15:05,54,54,0,500,430,3,20,0,6,0,70,65,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:36:59,54,0,0,500,0,0,20,0,6,23,70,59,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:37:59,54,54,0,500,429,3,20,0,7,23,70,59,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:38:59,54,54,0,500,429,3,20,0,8,23,70,58,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:39:59,54,54,0,500,430,3,20,0,9,23,70,59,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:40:59,54,54,0,500,429,3,20,0,10,23,70,59,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:41:59,54,54,0,500,429,3,20,0,11,23,70,59,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:42:59,54,54,0,500,430,3,20,0,12,23,70,59,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:45:30,54,0,0,500,0,0,20,0,12,57,70,55,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
18.08.2018,17:53:49,54,0,0,500,0,0,20,0,13,0,70,48,0,0,Cleaning,na,Na,Na,na,sunil,na,na,0,0,,,,,
20.08.2018,10:31:32,54,0,0,500,0,0,20,0,14,25,70,27,0,0,Cleaning,na,Na,Na,na,,na,na,0,0,,,,,
21.08.2018,9:26:02,0,0,0,500,0,0,0,0,0,0,0,25,0,0,No activity,na,Na,Na,na,,na,na,0,0,,,,,
21.08.2018,11:26:41,55,0,0,500,0,0,3,0,0,0,70,62,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:27:42,55,55,0,500,435,3,3,0,1,0,70,59,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:28:42,55,55,0,500,435,3,3,0,2,0,70,61,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:30:39,55,0,0,500,0,0,5,0,0,0,70,64,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:31:39,55,0,0,500,0,0,5,0,0,36,70,60,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:32:20,55,0,0,500,0,0,5,0,0,53,70,59,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:32:53,55,0,0,500,0,0,5,0,1,12,70,57,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:33:41,55,0,0,500,0,0,5,0,1,34,70,57,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:34:41,55,55,0,500,434,3,5,0,2,34,70,55,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:35:41,55,55,0,500,435,3,5,0,3,34,70,55,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,11:36:41,55,55,0,500,436,3,5,0,4,34,70,57,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,12:10:20,55,0,0,500,0,0,4,0,0,0,70,69,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,12:11:20,55,55,0,500,432,3,4,0,1,0,70,69,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,12:12:20,55,55,0,500,433,3,4,0,2,0,70,70,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,12:13:20,55,55,0,500,431,3,4,0,3,0,70,70,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:02:19,55,0,0,500,0,0,10,0,0,0,70,68,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:03:19,55,55,0,500,422,3,10,0,1,0,70,69,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:04:19,55,55,0,500,417,3,10,0,2,0,70,69,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:05:19,55,55,0,500,424,3,10,0,3,0,70,68,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:06:19,55,55,0,500,420,3,10,0,4,0,70,68,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:07:19,55,55,0,500,420,3,10,0,5,0,70,67,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:08:19,55,55,0,500,425,3,10,0,6,0,70,69,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:09:19,55,55,0,500,422,3,10,0,7,0,70,70,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:10:19,55,55,0,500,421,3,10,0,8,0,70,71,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:11:19,55,55,0,500,422,3,10,0,9,0,70,72,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:19:29,55,0,0,500,0,0,3,0,0,0,70,63,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:20:29,55,55,0,500,421,3,3,0,1,0,70,60,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,13:21:29,55,55,0,500,421,3,3,0,2,0,70,59,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,14:37:15,55,0,0,500,0,0,5,0,0,0,70,67,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,14:38:15,55,55,0,500,424,3,5,0,1,0,70,71,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,14:39:15,55,55,0,500,424,3,5,0,2,0,70,70,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,14:40:15,55,55,0,500,426,3,5,0,3,0,70,70,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
21.08.2018,14:41:15,55,55,0,500,425,3,5,0,4,0,70,69,0,0,Progesterone 400 mg,1668530,2.06 Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:36:55,55,0,0,500,0,0,3,0,0,1,70,58,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:37:55,55,55,0,500,425,3,3,0,1,1,70,56,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:38:55,55,55,0,500,423,3,3,0,2,1,70,57,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:41:23,55,0,0,500,0,0,4,0,0,0,70,57,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:41:57,55,0,0,500,0,0,4,0,0,20,70,54,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:42:07,55,0,0,500,0,0,4,0,0,22,70,54,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:43:09,55,0,0,500,0,0,4,0,0,53,70,54,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:44:09,55,55,0,500,422,3,4,0,1,53,70,51,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:45:09,55,55,0,500,423,3,4,0,2,53,70,51,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,10:46:09,55,55,0,500,422,3,4,0,3,53,70,52,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:19:55,55,0,0,500,0,0,3,0,0,1,70,69,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:20:55,55,55,0,500,421,3,3,0,1,1,70,67,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:21:55,55,55,0,500,422,3,3,0,2,1,70,62,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:55:03,55,0,0,500,0,0,8,0,0,0,70,70,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:56:03,55,55,0,500,429,4,8,0,1,0,70,68,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:57:03,55,55,0,500,429,4,8,0,2,0,70,66,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:58:03,55,55,0,500,432,4,8,0,3,0,70,65,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,11:59:03,55,55,0,500,426,4,8,0,4,0,70,65,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,12:00:03,55,55,0,500,426,4,8,0,5,0,70,64,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,12:01:03,55,55,0,500,425,4,8,0,6,0,70,64,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,12:02:03,55,55,0,500,425,4,8,0,7,0,70,64,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,12:06:03,55,0,0,500,0,0,3,0,0,0,70,65,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,12:07:03,55,55,0,500,428,3,3,0,1,0,70,60,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,12:08:03,55,55,0,500,423,3,3,0,2,0,70,57,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
23.08.2018,13:26:29,55,0,0,500,0,0,5,0,0,0,70,64,0,0,Gestone 400 mg,1671548,2.0Lac,18-Aug,20-Jul,sunil,na,na,0,0,,,,,
