Material,Material Description,Plnt,SLoc,S,Unrestr.,Total Value,Special stock number
3001596,CNC-SMC 30/DRIVE CLIQ MC CABLE-SIEMENS,HRWB,AUT,,2,"4,012.20",
3003020,CNC-SINGLE MOTOR MODULE-30A-SIEMENS,HRWB,AUT,,"1,126.00","1,06,939.44",
3003224,"VFD ACC-DOUBLE MOTOR MOD,600V,3A-SIEMEN ",HRWB,AUT,,2,"55,850.00",
3003347,CNC-ACTIVE LINE MODULE120kW/200A-SIEMENS,HRWB,AUT,,"6,678.00","2,91,404.88",
3003350,CNC-ACTIVE LINE MODULE120kW/200A-SIEMENS,HRWB,AUT,Q,36,"2,60,994.00",C/4167/12
3003923,DC LINK RECTIFIER ADOPTER 95MM-SIEMENS,HRWB,AUT,,28,"5,775.00",
3003952,S120-POWER CONNECTOR-SIEMENS,HRWB,AUT,,322,"15,394.68",
3004016,"LINE REACTOR,11.3A,380-480V,3AC-SIEMENS",HRWB,AUT,,53,"4,759.20",
3004032,"SINAMICS G120C PM240C,11KW-SIEMENS",HRWB,AUT,,70,"60,653.20",
3004058,SINAMICS PM240-2 W/O FLT 3KW-SIEMENS,HRWB,AUT,,40,"14,696.44",
3004100,"SINAMICS G120C PM240-2,0.75KW-SIEMENS",HRWB,AUT,,178,"42,393.39",
3004126,"SINAMICS G120,PM240-1.5KW -SIEMENS",HRWB,AUT,,181,"33,073.92",
3004142,"SINAMICS G120,PM240-2 2,2KW -SIEMENS",HRWB,AUT,,495,"14,064.82",
3004362,"SINAMICS G120,PM240-2 2,2KW -SIEMENS",HRWB,AUT,Q,384,"13,148.56",C/4167/11
3004388,"SINAMICS G120,PM240-2 2,2KW -SIEMENS",HRWB,AUT,Q,296,"13,148.57",C/4337/12
3004524,"SINAMICS G120,PM240-2 4KW -SIEMENS",HRWB,AUT,,45,"1,76,568.78",
3004977,"SINAMICS G120,PM240-2 4KW -SIEMENS",HRWB,AUT,Q,78,"80,258.53",C/4167/12
3005015,"SINAMICS G120-PM240-2,4KW-SIEMENS",HRWB,AUT,Q,102,"19,003.30",C/4167/11
3005073,SINAMICS G120 PM240-2 5.5KW-SIEMENS,HRWB,AUT,,32,"50,395.93",
3005086,"SINAMICS G120-PM240-2,11KW-SIEMENS",HRWB,AUT,,95,"82,728.84",
3005837,"SINAMICS G120-PM240-2,15KW-SIEMENS",HRWB,AUT,,171,"1,13,797.31",
3005853,"SINAMICS G120,PM240-2,380-480V,22KW -SIE",HRWB,AUT,,154,"63,837.79",
3005947,"SINAMICS G120,PM240-2,22KW -SIEMENS",HRWB,AUT,,20,"76,926.08",
3005948,"SINAMICS G120C PM240C,90KW,47-63HZ-SIEME",HRWB,AUT,,50,"3,58,187.25",
3006027,"SINAMICS G120C PM240C,90KW,47-63HZ-SIEME",HRWB,AUT,Q,447,"3,58,187.25",C/4167/11
3006043,"SINAMICS G120,PM240-2, 90KW-SIEMENS",HRWB,AUT,,168,"2,15,520.74",
3006056,"SINAMICS G120,PM240-2 110KW -SIEMENS   ",HRWB,AUT,,84,"2,54,567.28",
3006153,"POWER MOD-PM340,3AC480VAC,32A-SIEMENS",HRWB,AUT,,279,"1,88,773.59",
3006182,SINAMICS V20 3AC 380-480V 1.5KW-SIEMENS,HRWB,AUT,,154,"11,651.91",
3006205,"SINAMICS-0.75KW, 2.1A-SIEMENS",HRWB,AUT,,69,"18,535.00",
3007204,SINAMIC-G120X 18.5KW -SIEMENS,HRWB,AUT,,78,"1,37,982.18",
3007924,SINAMIC-G120X 30 KW -SIEMENS,HRWB,AUT,,10,"1,18,678.56",
3007929,VFD ACC-CU240E-SIEMENS,HRWB,AUT,,54,"20,215.24",
3008012,VFD ACC-CU240E-SIEMENS,HRWB,AUT,Q,41,"6,426.22",C/4167/11
3008025,G120-CU240E-2PN E TYPE-SIEMENS,HRWB,AUT,,28,"2,31,849.95",
3008525,"G120-CU240E-2, DP,-TYPE,4DI,1DO-SIEMENS",HRWB,AUT,,1,"15,372.91",
3009118,"G120-CU240E-2, DP,-TYPE,4DI,1DO-SIEMENS",HRWB,AUT,Q,31,"30,745.84",C/4167/11
3010110,"G120-CU240E-2, DP,-TYPE,4DI,1DO-SIEMENS",HRWB,AUT,Q,12,"7,686.46",C/4337/12
3010217,"MOTION CON 500 W/O BREAK CBL,15M-SIEMENS",HRWB,AUT,,9,"1,47,618.90",
3022218,PC CONNECTION KIT RS232-SIEMENS,HRWB,AUT,,206,704.68,
3022276,SINAMICS PC-INVERTER CONN KIT-2-SIEMENS,HRWB,AUT,Q,212,"1,890.30",C/4167/11
3022315,"SINAMICS G120,BOP-2 - SIEMENS",HRWB,AUT,Q,78,"3,547.12",C/4167/11
3022328,"SINAMICS G120,BOP-2 - SIEMENS",HRWB,AUT,Q,58,"3,644.34",C/4337/12
3024753,SINAMICS G120/G120D- IOP-2-SIEMENS,HRWB,AUT,Q,18,"61,950.00",C/4167/11
3025163,SINAMIC G120 WEB SERVER MODULE-SIEMENS,HRWB,AUT,,30,"5,943.00",
3025176,SINAMICS V90 SETPOINT CABLE-SIEMENS,HRWB,AUT,,296,"2,940.00",
3025341,"DRV ACC-CAN-BUS CBC,RET KIT-SIEMENS",HRWB,AUT,,54,"20,497.00",
3026654,"CABLE-PROFIBUS,2CORE,SHIELDED-SIEMENS",HRWB,AUT,,75,"9,534.20",
3026696,"COMM ACC-STD CABLE,GP 2X2,4C,TP-SIEMENS",HRWB,AUT,,198,"2,32,927.20",
3026780,"EHTERNET CABLE 4X2, TP CABLE-SIEMENS",HRWB,AUT,,45,"18,080.00",
3030187,SIWAREX WP231 CONFIG PKG-SIEMENS,HRWB,AUT,,64,"6,790.00",
3030190,SINAMICS POWER BLOCK REPAIR PART TCB MOD,HRWB,AUT,Q,47,"96,064.00",C/4167/12
3030213,PLC PANEL FOR N GROVE POKAYOKE,HRWB,AUT,Q,4,"10,900.00",C/4167/12
3030226,"BREAKING RESISTOR 4OHMS, 25KW",HRWB,AUT,,13,"40,950.00",
3030242,"BREAKING RESISTOR 56OHM,600W",HRWB,AUT,,72,"1,493.43",
3030255,BREAKING RESISTOR 5.5kW/ 5Ohm,HRWB,AUT,,102,"11,700.00",
3030271,,,,,54,,
3030284,,,,,12,"1,49,04,362.72",
3030307,,,,,27,,
3030336,,,,,139,,
3030349,,,,,135,,
3030417,,,,,47,,
3030420,,,,,341,,
3030433,,,,,28,,
3030459,,,,,94,,
3030514,,,,,256,,
3030527,,,,,116,,
3030815,,,,,305,,
3030857,,,,,9,,
3030860,,,,,48,,
3031076,,,,,51,,
3031212,,,,,"2,352.00",,
3031225,,,,,716,,
3031238,,,,,129,,
3031241,,,,,139,,
3031254,,,,,63,,
3031267,,,,,60,,
3031270,,,,,28,,
3031306,,,,,143,,
3031319,,,,,50,,
3031322,,,,,60,,
3031364,,,,,288,,
3031380,,,,,126,,
3031445,,,,,102,,
3031458,,,,,20,,
3031487,,,,,103,,
3031500,,,,,44,,
3031584,,,,,16,,
3033126,,,,,25,,
3033197,,,,,99,,
3033716,,,,,2,,
3034358,,,,,17,,
3034361,,,,,47,,
3034374,,,,,20,,
3034468,,,,,20,,
3035662,,,,,29,,
3035665,,,,,41,,
3035755,,,,,3,,
3036042,,,,,131,,
3036097,,,,,41,,
3036110,,,,,121,,
3036136,,,,,56,,
3036149,,,,,196,,
3036178,,,,,1,,
3036194,,,,,7,,
3036343,,,,,100,,
3036369,,,,,149,,
3036466,,,,,95,,
3036547,,,,,45,,
3036563,,,,,11,,
3036644,,,,,192,,
3036657,,,,,93,,
3036660,,,,,100,,
3036767,,,,,77,,
3036783,,,,,50,,
3036877,,,,,29,,
3036903,,,,,90,,
3036916,,,,,18,,
3036929,,,,,20,,
3036958,,,,,48,,
3037096,,,,,235,,
3037106,,,,,42,,
3037122,,,,,246,,
3038516,,,,,10,,
3038532,,,,,14,,
3038558,,,,,67,,
3038765,,,,,88,,
3039890,,,,,3,,
3044076,,,,,49,,
3044089,,,,,40,,
3044092,,,,,29,,
3044102,,,,,69,,
3044115,,,,,49,,
3044128,,,,,10,,
3044131,,,,,228,,
3044144,,,,,25,,
3044157,,,,,22,,
3044160,,,,,92,,
3044173,,,,,10,,
3044188,,,,,50,,
3044199,,,,,29,,
3044207,,,,,48,,
3044209,,,,,10,,
3044212,,,,,6,,
3044513,,,,,32,,
3044526,,,,,42,,
3044542,,,,,5,,
3044644,,,,,34,,
3045114,,,,,49,,
3045127,,,,,49,,
3045172,,,,,34,,
3045185,,,,,30,,
3045208,,,,,44,,
3046090,,,,,37,,
3046142,,,,,50,,
3046294,,,,,50,,
3046304,,,,,50,,
3046582,,,,,10,,
3047141,,,,,36,,
3047170,,,,,50,,
3047206,,,,,1,,
3047293,,,,,56,,
3047400,,,,,6,,
3047426,,,,,9,,
3047491,,,,,9,,
3048328,,,,,5,,
3049026,,,,,36,,
3049042,,,,,22,,
3049097,,,,,47,,
3049194,,,,,50,,
3049424,,,,,42,,
3049602,,,,,150,,
3058017,,,,,1,,
3058020,,,,,47,,
3058127,,,,,36,,
3059113,,,,,7,,
3060555,,,,,10,,
3062799,,,,,33,,
3062922,,,,,129,,
3062948,,,,,109,,
3062951,,,,,48,,
3062977,,,,,47,,
3072192,,,,,65,,
3072196,,,,,40,,
3074143,,,,,11,,
3074169,,,,,3,,
3074266,,,,,100,,
3075799,,,,,24,,
3075812,,,,,34,,
3075825,,,,,64,,
3075896,,,,,10,,
3101029,,,,,21,,
3104013,,,,,366,,
3104097,,,,,201,,
3118135,,,,,109,,
3209015,,,,,82,,
3209112,,,,,72,,
3209248,,,,,4,,
3209264,,,,,6,,
3209280,,,,,100,,
3209510,,,,,212,,
3209536,,,,,173,,
3209565,,,,,102,,
3210033,,,,,40,,
3210499,,,,,6,,
3210567,,,,,558,,
3211634,,,,,196,,
3211757,,,,,73,,
3211766,,,,,96,,
3211814,,,,,50,,
3211815,,,,,50,,
3211903,,,,,476,,
3212120,,,,,1,,
3212139,,,,,1,,
3212167,,,,,5,,
3212300,,,,,109,,
3212303,,,,,22,,
3213085,,,,,10,,
3213098,,,,,41,,
3213140,,,,,6,,
3213141,,,,,8,,
3214314,,,,,42,,
3240224,,,,,40,,
3240265,,,,,5,,
3244410,,,,,25,,
3244575,,,,,1,,
3246010,,,,,882,,
3246023,,,,,991,,
3246036,,,,,125,,
3246049,,,,,150,,
3246104,,,,,138,,
3270117,,,,,3,,
3270163,,,,,3,,
3273046,,,,,2,,
3273056,,,,,2,,
3273132,,,,,9,,
3273134,,,,,9,,
3273136,,,,,8,,
3273146,,,,,8,,
3273176,,,,,14,,
3273194,,,,,8,,
3273244,,,,,6,,
3273246,,,,,22,,
3273260,,,,,4,,
5751079,,,,,88,,
5751082,,,,,67,,
5751095,,,,,98,,
5751105,,,,,169,,
5751147,,,,,53,,
5754267,,,,,44,,
5754270,,,,,213,,
5754322,,,,,101,,
5776119,,,,,400,,
5776261,,,,,"1,884.00",,
5776614,,,,,381,,
5776711,,,,,103,,
5792066,,,,,479,,
5792067,,,,,"5,592.00",,
5792109,,,,,1,,
5792130,,,,,150,,
5792142,,,,,857,,
5792143,,,,,"2,754.00",,
5792144,,,,,150,,
5792145,,,,,52,,
5792146,,,,,65,,
5792147,,,,,40,,
5792148,,,,,53,,
5792149,,,,,56,,
5792152,,,,,31,,
5792153,,,,,40,,
5792167,,,,,426,,
5792176,,,,,"1,077.00",,
5792201,,,,,1,,
5792262,,,,,1,,
5792311,,,,,1,,
5792315,,,,,1,,
5792367,,,,,7,,
5792392,,,,,5,,
5792514,,,,,600,,
5792632,,,,,646,,
5792633,,,,,"1,460.00",,
5793010,,,,,1,,
8084004,,,,,1,,
12700709,,,,,8,,
12700710,,,,,2,,
12700713,,,,,12,,
50129375,,,,,2,,
50130878,,,,,2,,
50138251,,,,,10,,
50160005,,,,,10,,
50160013,,,,,10,,
50160017,,,,,2,,
100717363,,,,,6,,
100740540,,,,,1,,
100844158,,,,,1,,
103917799,,,,,8,,
105100000,,,,,7,,
106054136,,,,,1,,
106236453,,,,,1,,
107846227,,,,,1,,
109713738,,,,,1,,
151192630,,,,,1,,
180400000,,,,,18,,
197920000,,,,,4,,
218680000,,,,,100,,
222860000,,,,,48,,
292460000,,,,,34,,
294000000,,,,,40,,
368700000,,,,,20,,
380360000,,,,,16,,
383560000,,,,,220,,
446000000,,,,,50,,
446100000,,,,,25,,
461300000,,,,,29,,
467460000,,,,,94,,
687900000,,,,,45,,
943958211,,,,,1,,
1007900000,,,,,77,,
1007950000,,,,,57,,
1007960000,,,,,79,,
1010000000,,,,,61,,
1010100000,,,,,111,,
1010200000,,,,,62,,
1010300000,,,,,47,,
1010400000,,,,,7,,
1010500000,,,,,25,,
1011000000,,,,,25,,
1011300000,,,,,22,,
1012400000,,,,,18,,
1012600000,,,,,25,,
1018600000,,,,,50,,
1018790000,,,,,8,,
1020000000,,,,,197,,
1020010000,,,,,19,,
1020080000,,,,,17,,
1020100000,,,,,128,,
1020180000,,,,,29,,
1020200000,,,,,208,,
1020280000,,,,,163,,
1020300000,,,,,37,,
1020380000,,,,,170,,
1020400000,,,,,38,,
1020500000,,,,,38,,
1024580000,,,,,8,,
1028800000,,,,,107,,
1028900000,,,,,31,,
1028980000,,,,,48,,
1050000000,,,,,32,,
1050080000,,,,,39,,
1050100000,,,,,11,,
1052460000,,,,,12,,
1054460000,,,,,34,,
1061200000,,,,,138,,
1062960000,,,,,26,,
1063300000,,,,,14,,
1066100000,,,,,28,,
1071000000,,,,,183,,
1071010000,,,,,81,,
1071020000,,,,,140,,
1071030000,,,,,131,,
1071040000,,,,,92,,
1071080000,,,,,70,,
1122770000,,,,,36,,
1165940050,,,,,4,,
1269070000,,,,,24,,
1313100000,,,,,25,,
1592810000,,,,,70,,
1600490000,,,,,17,,
1604270000,,,,,50,,
1608510000,,,,,97,,
1608520000,,,,,37,,
1608540000,,,,,136,,
1608570000,,,,,22,,
1608580000,,,,,"1,023.00",,
1608620000,,,,,93,,
1608630000,,,,,36,,
1608640000,,,,,114,,
1608660000,,,,,57,,
1608670000,,,,,21,,
1608740000,,,,,98,,
1608770000,,,,,76,,
1608800000,,,,,13,,
1608810000,,,,,40,,
1608830000,,,,,89,,
1608860000,,,,,65,,
1608870000,,,,,32,,
1608880000,,,,,38,,
1608890000,,,,,2,,
1608900000,,,,,20,,
1608920000,,,,,13,,
1608940000,,,,,25,,
1608950000,,,,,60,,
1609030000,,,,,20,,
1616400000,,,,,176,,
1627850000,,,,,63,,
1627870000,,,,,48,,
1631940000,,,,,40,,
1632050000,,,,,100,,
1632090000,,,,,100,,
1650360000,,,,,877,,
1650370000,,,,,388,,
1674300000,,,,,214,,
1674650000,,,,,417,,
1674730000,,,,,51,,
1676630000,,,,,138,,
1683870000,,,,,50,,
1690000000,,,,,70,,
1690050000,,,,,149,,
1692261001,,,,,12,,
1693880000,,,,,35,,
1706110000,,,,,49,,
1716300000,,,,,43,,
1739680000,,,,,25,,
1746750000,,,,,50,,
1746770000,,,,,19,,
1748660000,,,,,20,,
1763940000,,,,,20,,
1770370000,,,,,100,,
1770400000,,,,,50,,
1771370000,,,,,50,,
1771440000,,,,,50,,
1771800000,,,,,60,,
1771820000,,,,,55,,
1771860000,,,,,53,,
1771870000,,,,,24,,
1772060000,,,,,100,,
1772090000,,,,,100,,
1784180000,,,,,27,,
1784210000,,,,,21,,
1806120000,,,,,24,,
1815070000,,,,,99,,
1815090000,,,,,188,,
1815100000,,,,,14,,
1815150000,,,,,198,,
1815170000,,,,,50,,
1815200000,,,,,54,,
1815240000,,,,,50,,
1815280000,,,,,80,,
1816030000,,,,,50,,
1816050000,,,,,14,,
1816110000,,,,,49,,
1820550000,,,,,30,,
1820840000,,,,,120,,
1820850000,,,,,40,,
1846040000,,,,,31,,
1855610000,,,,,90,,
1855620000,,,,,42,,
1859580000,,,,,20,,
1886550000,,,,,39,,
1899190000,,,,,50,,
1908990000,,,,,31,,
1939480000,,,,,4,,
2000030284,,,,,2,,
2200000189,,,,,2,,
4221912221,,,,,10,,
7910180000,,,,,50,,
7910210000,,,,,49,,
7910270000,,,,,50,,
7921560000,,,,,25,,
8813120000,,,,,5,,
9019040000,,,,,500,,
9019220000,,,,,500,,
9454521560,,,,,1,,
9455020000,,,,,6,,
9512190000,,,,,101,,
9532440000,,,,,89,,
9532470000,,,,,20,,
9540000000,,,,,15,,
3.4517E+11,,,,,59,,
2.20304E+14,,,,,2,,
 10 0424,,,,,25,,
 10 0644,,,,,100,,
 10 1013,,,,,120,,
 10 1023,,,,,25,,
 10 1073,,,,,200,,
 12 640,,,,,100,,
 16 2010,,,,,100,,
 19 701,,,,,44,,
 19 702,,,,,370,,
 19 710,,,,,192,,
 23 137,,,,,63,,
 23 176,,,,,40,,
 26 106,,,,,25,,
 26 839,,,,,52,,
 28 503,,,,,90,,
 28 510,,,,,15,,
 30 932,,,,,292,,
 34 306,,,,,100,,
 34 402,,,,,540,,
 34 403,,,,,385,,
 34 404,,,,,671,,
 34 408,,,,,12,,
 34 520,,,,,52,,
 34 532,,,,,187,,
 34 602,,,,,"1,149.00",,
 34 603,,,,,"2,340.00",,
 34 604,,,,,105,,
 34 605,,,,,50,,
 34 606,,,,,45,,
 34 608,,,,,10,,
 34 618,,,,,"1,051.00",,
 34 620,,,,,50,,
 34 625,,,,,5,,
 34 703,,,,,350,,
 34 704,,,,,532,,
 34 802,,,,,243,,
 34 803,,,,,46,,
 34 810,,,,,20,,
 34 903,,,,,5,,
 35 812,,,,,250,,
 35 814,,,,,50,,
 37 603,,,,,499,,
 44 733,,,,,45,,
 1870.2-30,,,,,4,,
 1871.2-30,,,,,1,,
 18854 KCB,,,,,2,,
 28436 KET1234,,,,,3,,
 33HD24-230-SMDLD3,,,,,6,,
 4DILE,,,,,1,,
 9 45 5451564,,,,,112,,
 9 45 8510000,,,,,41,,
 93.08.0 (BLACK),,,,,6,,
 10 33 010 0000,,,,,3,,
 1119 003,,,,,169,,
 1119 004,,,,,90,,
 1119 007,,,,,245,,
 1119 010,,,,,15,,
 1119 012,,,,,5,,
 1119 018,,,,,112,,
 1119 025,,,,,160,,
 1119 107,,,,,40,,
 1119 125,,,,,25,,
 1119 203,,,,,20,,
 1119 207,,,,,10,,
 1119 210,,,,,2,,
 1119 304,,,,,245,,
 1119 403,,,,,10,,
 1119 404,,,,,110,,
 1119 405,,,,,65,,
 1119 407,,,,,5,,
 1119 504,,,,,59,,
 1119 604,,,,,43,,
 1119 644,,,,,25,,
 1119 754,,,,,25,,
 1119 802,,,,,30,,
 1119 804,,,,,10,,
 1119 805,,,,,25,,
 1119 854,,,,,50,,
 1119 897,,,,,80,,
 1119 905,,,,,5,,
 1121 306,,,,,68,,
 1121 342,,,,,200,,
 1121 372,,,,,200,,
 1125 614,,,,,30,,
 1125 626,,,,,10,,
 1135 504,,,,,5,,
 1135 753,,,,,44,,
 1135 852,,,,,58,,
 1136 752,,,,,5,,
 13 16 24 00,,,,,100,,
 134F2975,,,,,2,,
 134F2977,,,,,1,,
 1426-COMM-DNT,,,,,2,,
 1492-DN3TW,,,,,1,,
 1492-SP2C-100,,,,,8,,
 158-0165R,,,,,1,,
 1585J-M8CBJM-10,,,,,1,,
 1600 300,,,,,20,,
 1606XLE80E,,,,,2,,
 170H 1007,,,,,2,,
 170M 1562D,,,,,2,,
 170M 1563D,,,,,16,,
 170M 1564,,,,,9,,
 170M 2621,,,,,2,,
 170M 3819,,,,,3,,
 170M 6812D,,,,,1,,
 1734-IE2C,,,,,2,,
 1734-TB,,,,,2,,
 1769-ECR,,,,,4,,
 1783-ETAP,,,,,2,,
 1783-US8T,,,,,7,,
 1794-IE8H,,,,,1,,
 1794-OE8H,,,,,1,,
 1794-OM16,,,,,8,,
 1794-TB3,,,,,1,,
 1794-TB3G,,,,,8,,
 1794-TBN,,,,,8,,
 1799-DNETSCON,,,,,18,,
 17HF,,,,,1,,
 1FK7 032 5AK711PH0,,,,,1,,
 1FK7 042 5AC711PG0,,,,,1,,
 1FK7 063 2AF711RH2,,,,,1,,
 1FK70 62 3BF711RG2,,,,,3,,
 1FK70225AK711LA0,,,,,2,,
 1FL6 024 2AF211AA1,,,,,1,,
 1FL6 032 2AF211AA1,,,,,1,,
 1FL6 034 2AF211AA1,,,,,1,,
 1FL60 90 1AC612LB1,,,,,1,,
 1FL60 94 1AC612LB1,,,,,1,,
 1LG6 253 2AA61,,,,,1,,
 1PH81 01 1DF000GA1,,,,,2,,
 1SAJ240100R1050,,,,,8,,
 1SAM101923R0002,,,,,13,,
 1SAM201901R1001,,,,,13,,
 1SAM201903R1001,,,,,13,,
 1SAM201909R1021,,,,,4,,
 1SAM201920R1000,,,,,13,,
 1SAM201920R1011,,,,,13,,
 1SAM250000R1007,,,,,6,,
 1SAM350000R1005,,,,,1,,
 1SAM350000R1006,,,,,2,,
 1SAM350000R1007,,,,,1,,
 1SAM360000R1005,,,,,4,,
 1SAM360000R1006,,,,,2,,
 1SAM360000R1011,,,,,3,,
 1SAX121001R1105,,,,,6,,
 1SAX201910R0001,,,,,2,,
 1SAX351001R1101,,,,,2,,
 1SAZ201108R0001,,,,,10,,
 1SAZ211201R2021,,,,,3,,
 1SAZ211201R2023,,,,,4,,
 1SAZ211201R2025,,,,,1,,
 1SAZ211201R2028,,,,,1,,
 1SAZ211201R2043,,,,,3,,
 1SAZ311201R2003,,,,,3,,
 1SAZ421201R1005,,,,,1,,
 1SAZ721201R1031,,,,,8,,
 1SAZ721201R1038,,,,,6,,
 1SBH141001R8022,,,,,2,,
 1SBH141001R8031,,,,,2,,
 1SBH141001R8122,,,,,3,,
 1SBL143001R8110,,,,,10,,
 1SBL281001R8001,,,,,6,,
 1SBL281001R8010,,,,,1,,
 1SBN010010R1001,,,,,23,,
 1SBN010010R1010,,,,,2,,
 1SBN010040R1022,,,,,1,,
 1SBN010110R1001,,,,,32,,
 1SBN010110R1010,,,,,60,,
 1SBN010140R1031,,,,,5,,
 1SBN020112R1000,,,,,1,,
 1SCA022353R4970,,,,,1,,
 1SCA022456R7410,,,,,6,,
 1SCA101655R1001,,,,,13,,
 1SCA107748R1001,,,,,2,,
 1SDA050917R1,,,,,2,,
 1SDA051247R1,,,,,1,,
 1SDA051368R1,,,,,7,,
 1SDA054317R1,,,,,1,,
 1SDA054404R1,,,,,5,,
 1SDA055038R1,,,,,5,,
 1SDA058260R1,,,,,2,,
 1SDA059690R1,,,,,1,,
 1SDA060216R1,,,,,2,,
 1SDA066431R1,,,,,31,,
 1SDA066476R1,,,,,7,,
 1SDA067019R1,,,,,1,,
 1SDA067411R1,,,,,2,,
 1SDA067412R1,,,,,10,,
 1SDA067414R1,,,,,7,,
 1SDA067416R1,,,,,1,,
 1SDA067554R1,,,,,3,,
 1SDA067556R1,,,,,3,,
 1SDA067558R1,,,,,1,,
 1SDA067560R1,,,,,1,,
 1SDA068092R1,,,,,2,,
 1SDA068310R1,,,,,3,,
 1SDA070447R1,,,,,3,,
 1SDA082810R1,,,,,28,,
 1SDA082811R1,,,,,14,,
 1SFA611100R1001,,,,,1,,
 1SFA611100R1002,,,,,1,,
 1SFA611100R1101,,,,,1,,
 1SFA611202R1006,,,,,1,,
 1SFA611605R1100,,,,,6,,
 1SFA611610R1001,,,,,6,,
 1SFA611610R1010,,,,,31,,
 1SFA619402R5021,,,,,6,,
 1SFA619402R5022,,,,,65,,
 1SFA619402R5023,,,,,3,,
 1SFA619402R5024,,,,,3,,
 1SFA619402R5029,,,,,64,,
 1SFA619402R5232,,,,,6,,
 1SFA619402R5239,,,,,3,,
 1SFA619550R1041,,,,,1,,
 1SFA664003R1040,,,,,5,,
 1SFN010820R1011,,,,,5,,
 1SNL312510R0000,,,,,10,,
 1SVR 430 720 R0400,,,,,4,,
 1SVR405631R1100,,,,,2,,
 1SYS271011R0044,,,,,1,,
 1SYS271011R0064,,,,,1,,
 1SYS271012R0064,,,,,108,,
 1SYS272011R0024,,,,,1,,
 1SYS272011R0104,,,,,3,,
 1SYS272011R0324,,,,,2,,
 1SYS272012R0164,,,,,4,,
 2002-1201,,,,,92,,
 2003 E01-4WAY,,,,,7,,
 200393-02,,,,,1,,
 2006-1201,,,,,4,,
 200FM,,,,,4,,
 2010-1201,,,,,2,,
 2010-1207,,,,,1,,
 2010-1291,,,,,5,,
 2016-1201,,,,,20,,
 2016-1291,,,,,20,,
 209-106,,,,,25,,
 210-658,,,,,2,,
 2101 111-46,,,,,24,,
 2170 0605,,,,,368,,
 2171 514,,,,,2,,
 219HB,,,,,3,,
 21HC,,,,,1,,
 248-566,,,,,24,,
 249-116,,,,,265,,
 249-119,,,,,105,,
 270-319,,,,,38,,
 270-417,,,,,4,,
 270-560,,,,,169,,
 270-560/281-434,,,,,20,,
 279-501,,,,,50,,
 280 - 306,,,,,4,,
 280-101,,,,,84,,
 280-303,,,,,27,,
 280-308,,,,,216,,
 280-312,,,,,"3,951.00",,
 280-316,,,,,20,,
 280-321,,,,,57,,
 280-324,,,,,643,,
 280-326,,,,,30,,
 280-341,,,,,98,,
 280-342,,,,,84,,
 280-348,,,,,"1,337.00",,
 280-369,,,,,545,,
 280-374,,,,,788,,
 280-376,,,,,17,,
 280-402,,,,,12,,
 280-409,,,,,265,,
 280-422,,,,,50,,
 280-482,,,,,"1,138.00",,
 280-490,,,,,9,,
 280-514,,,,,36,,
 280-519,,,,,271,,
 280-520,,,,,186,,
 280-528,,,,,508,,
 280-641,,,,,454,,
 280-681,,,,,351,,
 280-833,,,,,50,,
 280-835,,,,,50,,
 280-870,,,,,186,,
 280-891,,,,,179,,
 280-901,,,,,563,,
 280-902,,,,,82,,
 280-903,,,,,19,,
 280-904,,,,,42,,
 280-905,,,,,16,,
 280-906,,,,,44,,
 280-907,,,,,19,,
 280-941/281-492,,,,,9,,
 280-992,,,,,47,,
 281-309,,,,,84,,
 281-311,,,,,737,,
 281-326,,,,,40,,
 281-328,,,,,274,,
 281-329,,,,,24,,
 281-330,,,,,24,,
 281-402,,,,,112,,
 281-421,,,,,100,,
 281-482,,,,,354,,
 281-511,,,,,348,,
 281-512,,,,,4,,
 281-512/281-417,,,,,54,,
 281-512/281-418,,,,,10,,
 281-512/281-501,,,,,135,,
 281-611,,,,,204,,
 281-611/281-415,,,,,28,,
 281-611/281-417,,,,,11,,
 281-611/281-418,,,,,127,,
 281-611/281-514/PW,,,,,27,,
 281-611/281-541,,,,,42,,
 281-611/281-541011,,,,,450,,
 281-612/281-418,,,,,3,,
 281-612/281-541,,,,,11,,
 281-613/281-541,,,,,295,,
 281-678,,,,,10,,
 281-681,,,,,364,,
 281-687,,,,,195,,
 281-901,,,,,"2,788.00",,
 281-904,,,,,60,,
 281-905,,,,,34,,
 281-906,,,,,14,,
 281-907,,,,,193,,
 281-916,,,,,15,,
 281-992,,,,,53,,
 282-101/000-004,,,,,7,,
 282-101/000-005,,,,,11,,
 282-104,,,,,16,,
 282-107,,,,,17,,
 282-301,,,,,2,,
 282-308,,,,,16,,
 282-325,,,,,121,,
 282-357,,,,,28,,
 282-392,,,,,16,,
 282-402,,,,,17,,
 282-681,,,,,100,,
 282-901,,,,,430,,
 282-907,,,,,118,,
 283-325,,,,,35,,
 283-328,,,,,12,,
 283-352,,,,,120,,
 283-402,,,,,43,,
 283-671,,,,,53,,
 283-901,,,,,162,,
 283-907,,,,,24,,
 284-325,,,,,450,,
 284-402,,,,,659,,
 284-901,,,,,210,,
 284-904,,,,,2,,
 284-907,,,,,50,,
 285-135,,,,,4,,
 285-635,,,,,223,,
 285-637,,,,,113,,
 285-992,,,,,3,,
 291697-08,,,,,1,,
 2980/2 FL,,,,,1,,
 298402-05,,,,,1,,
 2AF2,,,,,63,,
 2AF3,,,,,41,,
 2AF4,,,,,64,,
 2AF6,,,,,71,,
